Date/Time Opened,Date/Time Closed,Case Last Modified Date,Status,Survey Request DateTime,Date site was turned over from BD to Ops,Resurvey Request Date,Actual Survey Date,On-site consultation actual date,Survey Uploaded DateTime,Survey Review outcome,Portal Review Date,Install Guide Creation Date,IG: Latest IG revision date,Hub Approval Sent Date,Approval: Form Sent Date,Approval: Received Date,Approval: Rejection Date,Date Trouble Ticket Created,Promised Date,Asset Load date,Failed Install Date,Gen 3 Approval Date,Installation Date,Provisioned Date,Activation Date,Removal Date,Scheduled Decommission date/time,Case Hold Date,Case Off Hold Date,CaseHold,Country Code,Site Survey Vendor/Supplier,Installation Vendor/Supplier,LayoutArrangement,Account Record Type,Case Record Type,#,Survey Cycle Time(Days),IG: Cycle time (days),Approval Cycle Time(Days),Install Cycle Time(Days),Overall Cycle Time,Provisioned with Installation,Installation Request Email Date Time
6/23/22 17:04,1/23/23 0:02,5/30/23,Activated,9/13/22 7:00,,,9/15/22 7:00,,9/19/22 19:13,Approved,,,,,11/30/22,3/31/23,,12/15/22,,12/16/22,,,1/5/23,1/5/23,1/23/23 0:02,,,,,0,AU,AU - NCR (Cardtronics),AU - NCR (Cardtronics),AS,Location Locker/Counter,Locker Onboarding,1,2,-77,129,20,131.75,1,12/16/22 1:00
3/28/22 22:31,,6/7/23,Closed,8/1/21 22:00,,,8/2/21 22:00,,8/5/21 0:00,Pending Gen 3 Approval,8/6/21,,8/4/21,,,,,,,,,,,,,,,,,1,US,US - NSA,US - NSA,AS,Location Locker/Counter NA,Locker Onboarding NA,1,1,0,,,,0,
11/18/22 13:14,1/25/23 17:24,7/13/23,Activated,11/18/22 12:00,,,11/28/22 12:00,11/28/22,11/29/22 14:28,Approved,,,11/29/22,,11/29/22,7/13/23,,12/7/22,,12/7/22,,,1/12/23,3/1/23,1/12/23 4:00,,,,,0,US,US - NSA,US - NSA,MM,Location Locker/Counter NA,Locker Onboarding NA,1,10,0,,36,54.67,0,
5/24/23 8:18,,7/17/23,Approve product configuration,5/31/23 0:01,,,5/25/23 3:00,,6/1/23 23:32,Approved,,,,,,,,,,,,,,,,,,,,0,DE,DE - BEM,DE - BEM,MMMM,Location Locker/Counter,Locker Onboarding,1,-5.88,,,,,0,
4/16/20 8:57,9/30/20 7:04,10/4/22,Closed,4/20/20 22:00,,,,,,Rejected,,,,,,,,,,,,,,,,,,,,0,GB,GB - Principle Link UK  Ltd,,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/15/21 0:54,11/15/21 3:38,10/4/22,Closed,7/19/21 15:00,,,,,,Approved,,,,,,,,,,,,,,,,,,,,0,DE,DE - NCR (Cardtronics),,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/7/23 5:28,,7/18/23,Send approval forms,7/8/23 0:00,,,,,7/14/23 2:49,Approved,,,,,,,,,,,,,,,,,,,,0,IT,IT - Ricoh,IT - Ricoh,MM,Location Locker/Counter,Odin Onboarding EU,1,,,,,,0,
10/21/19 4:09,2/10/23 9:14,7/18/23,Activated,9/20/21 1:00,,,,,10/15/21 8:54,Approved,,,,,,,,2/6/23,,,,,2/8/23,,2/10/23 9:14,,,,,0,IT,IT - LAB68,IT - LAB68,MMMMM,Location Locker/Counter,Odin Onboarding EU,1,,,,,508.38,1,6/1/23 15:00
4/18/23 7:24,6/19/23 5:19,6/29/23,Activated,,,,,,4/18/23 8:59,Approved,,,,,4/24/23,,,5/29/23,6/17/23,,,,6/15/23,,6/19/23 5:19,,,,,0,ES,ES - Self survey,ES - Ricoh,AS,Location Locker/Counter,Locker Onboarding,1,,,,,,0,5/30/23 0:01
1/20/21 0:21,5/26/21 14:23,5/30/23,Activated,1/20/21 1:02,,,,,4/8/21 22:44,Approved,,,,,,,,4/9/21,,,,,5/16/21,5/16/21,5/26/21 14:23,,,,,0,DE,DE - Tokheim,DE - Tokheim,AS,Location Locker/Counter,Locker Onboarding,1,,,,,126.51,0,4/9/21 1:02
1/21/21 5:44,5/27/21 7:59,5/31/23,Decommissioned,1/22/21 1:01,,,,,2/16/21 2:51,Approved,,,,,,,,5/13/21,,,,,5/27/21,5/27/21,5/26/21 16:00,,3/29/23 16:00,,,0,GB,GB - Ricoh UK Ltd,GB - Ricoh UK Ltd,MM,Location Locker/Counter,Locker Onboarding,1,,,,,124.58,1,
4/15/21 4:42,5/14/21 10:40,11/15/22,Closed,4/14/21 15:00,,,,,5/5/21 13:54,Approved,,,,,,,,5/5/21,5/11/21,,,,5/12/21,5/12/21,5/14/21 10:40,,6/23/22 15:00,6/14/22,6/15/22,0,DE,,DE - NCR (Cardtronics),ASA,Location Locker/Counter,Locker Onboarding,1,,,,,29.82,0,5/6/21 1:01
6/23/22 17:05,9/6/22 22:32,5/30/23,Activated,6/23/22 7:00,,,7/3/22 7:00,,7/4/22 0:00,Approved,,,,,,5/30/23,,8/23/22,,8/23/22,,,9/5/22,9/5/22,10/18/22 18:06,9/5/22,,,,0,AU,AU - NCR (Cardtronics),AU - NCR (Cardtronics),AS,Location Locker/Counter,Locker Onboarding,1,10,1,330,13,117.46,1,8/23/22 1:00
3/28/22 22:15,8/17/22 9:43,6/7/23,Closed,8/1/21 22:00,,,8/4/21 22:00,,8/6/21 0:00,,8/10/21,,8/6/21,,7/8/22,,,,,,,1/20/22 0:00,,,,,,,,0,US,US - NSA,US - NSA,AS,Location Locker/Counter NA,Locker Onboarding NA,1,3,1,,,,0,
1/21/23 16:39,1/24/23 13:12,6/7/23,Closed,1/22/23 12:00,,,1/24/23 12:00,1/24/23,1/24/23 13:12,Wasted Trip,,,,,,,,,,,,,,,,,,1/24/23,,1,US,US - NSA,US - NSA,M,Location Locker/Counter NA,Locker Onboarding NA,1,2,,,,,0,
6/30/23 6:12,,7/17/23,Wait for installation,,,,,,6/30/23 6:33,,,,,,,,,7/3/23,,,,,7/21/23,,,,,,,0,DE,DE - BEM,DE - BEM,M,Location Locker/Counter,Odin Onboarding EU,1,,,,,,0,7/4/23 0:00
4/16/20 8:57,11/1/20 10:41,10/4/22,Closed,4/20/20 22:00,,,,,6/4/20 8:42,Approved,,,,,,,,,,,,,,,,,,,,0,GB,GB - Principle Link UK  Ltd,,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/15/21 0:54,3/1/22 2:49,10/4/22,Closed,7/19/21 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,DE,DE - NCR (Cardtronics),,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
11/4/22 11:46,12/15/22 0:45,7/18/23,Activated,11/5/22 2:01,,,,,11/11/22 7:50,Approved,,,,,11/19/22,7/18/23,,12/3/22,,,,,12/14/22,,12/15/22 0:45,,,,,0,IT,IT - Ricoh,IT - Ricoh,MM,Location Locker/Counter,Odin Onboarding EU,1,,,242,,39.99,1,12/4/22 1:00
10/21/19 4:09,10/21/19 4:09,7/18/23,Activated,11/8/18 16:00,,,,,1/31/19 16:00,,,,,,,7/18/23,,,3/28/19,,,,2/5/20,,3/28/19 17:00,,,,,0,IT,IT - LAB68,IT - LAB68,AS,Location Locker/Counter,Locker Onboarding,1,,,,,140,0,
4/18/23 7:25,,6/29/23,Approve product configuration,,,,,,4/18/23 8:59,Approved,,,,,,,,4/20/23,,,,,,,,,,,,0,ES,ES - Self survey,ES - Ricoh,M,Location Locker/Counter,Odin Onboarding EU,1,,,,,,0,4/20/23 18:00
1/20/21 0:21,5/31/21 5:08,5/30/23,Activated,1/20/21 1:02,,,,,4/8/21 22:44,Approved,,,,,,,,4/9/21,,,,,5/25/21,5/25/21,5/31/21 5:08,,,,,0,DE,DE - Tokheim,DE - Tokheim,ASA,Location Locker/Counter,Locker Onboarding,1,,,,,131.13,0,4/9/21 1:02
1/21/21 5:44,6/10/21 9:18,7/5/23,Activated,1/22/21 1:01,,,,,2/22/21 3:27,Approved,,,,,,,,6/3/21,,,,,6/10/21,,6/9/21 16:00,,,,,0,GB,GB - Ricoh UK Ltd,GB - Ricoh UK Ltd,MM,Location Locker/Counter,Locker Onboarding,1,,,,,138.58,0,6/4/21 1:02
2/16/21 7:18,4/18/21 22:53,10/24/22,Closed,2/15/21 15:00,,,,,2/16/21 7:32,Approved,,,,,,,,2/16/21,5/13/21,,,,4/15/21,4/15/21,4/18/21 22:53,,6/1/22 15:00,5/23/22,5/23/22,0,DE,,DE - NCR (Cardtronics),AS,Location Locker/Counter,Locker Onboarding,1,,,,,62.29,0,2/17/21 1:01
6/23/22 17:06,11/29/22 13:37,11/29/22,Closed,6/23/22 7:00,,,7/5/22 7:00,,7/6/22 0:00,Approved,,,,,11/29/22,,,,,,,,,,,,,,,0,AU,AU - NCR (Cardtronics),AU - NCR (Cardtronics),,Location Locker/Counter,Locker Onboarding,1,12,1,,,,0,
3/28/22 22:31,,6/7/23,Closed,8/1/21 22:00,,,9/2/21 22:00,,9/2/21 0:00,Pending Gen 3 Approval,9/3/21,,9/1/21,,,,,,,,,,,,,,,,,1,US,US - NSA,US - NSA,ASA,Location Locker/Counter NA,Locker Onboarding NA,1,32,0,,,,0,
10/3/22 9:48,6/22/23 8:28,7/13/23,Activated,,,4/5/23,4/13/23 3:00,4/13/23,6/7/23 14:32,Approved,10/17/22,,6/1/23,,2/21/23,7/13/23,,6/7/23,,6/7/23,,,6/22/23,6/22/23,6/22/23 3:00,,,3/3/23,,0,US,US - NSA,US - NSA,MM,Location Locker/Counter NA,Locker Onboarding NA,1,,-233,63,15,,1,
12/11/19 4:30,12/11/19 4:30,7/11/23,Closed,,,,,,,,,,,,,7/12/23,,,,,,,11/21/18,11/21/18,11/27/18 16:00,,,7/12/23,,1,DE,DE - BEM,DE - BEM,ASA,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
4/7/20 6:09,12/2/20 0:30,10/4/22,Closed,4/8/20 22:00,,,,,4/9/20 7:05,Approved,,,,,,,,,,,,,,,,,,,,0,GB,GB - Principle Link UK  Ltd,,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/15/21 0:54,3/1/22 2:49,10/4/22,Closed,7/19/21 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,DE,DE - NCR (Cardtronics),,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
11/4/22 5:19,12/13/22 7:40,7/18/23,Activated,11/5/22 2:01,,,,,11/15/22 10:15,Approved,,,,,11/19/22,7/18/23,,12/3/22,,,,,12/13/22,,12/13/22 7:40,,,,,0,IT,IT - Ricoh,IT - Ricoh,AS,Location Locker/Counter,Locker Onboarding,1,,,242,,38.28,1,12/4/22 1:00
2/15/22 0:22,,7/18/23,Prepare property for installation,2/15/22 1:00,,,,,6/7/23 14:20,Approved,,,,,,7/18/23,,,,,,,,,,,,4/3/23,5/17/23,0,IT,IT - LAB68,IT - LAB68,MMM,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
4/19/23 2:14,5/31/23 3:28,6/29/23,Activated,4/19/23 18:00,,,,,5/3/23 5:52,Approved,,,,,,,,5/10/23,,,,,5/31/23,,5/31/23 3:28,,,,,0,ES,ES - Self survey,ES - Ricoh,M,Location Locker/Counter,Odin Onboarding EU,1,,,,,41.39,0,5/12/23 0:00
1/20/21 0:21,12/20/21 2:25,5/30/23,Activated,11/2/21 16:00,,,,,12/1/21 6:05,Approved,,,,,,,,12/1/21,,,,,12/14/21,12/14/21,12/20/21 2:25,,,,,0,DE,DE - Tokheim,DE - Tokheim,ASA,Location Locker/Counter,Locker Onboarding,1,,,,,47.48,1,12/2/21 1:00
1/21/21 5:44,5/20/21 4:50,7/5/23,Activated,1/22/21 1:01,,,,,2/9/21 8:42,Approved,,,,,,,,5/13/21,,,,,5/20/21,5/20/21,5/19/21 16:00,,,,,0,GB,GB - Ricoh UK Ltd,GB - Ricoh UK Ltd,MM,Location Locker/Counter,Locker Onboarding,1,,,,,117.58,1,
2/16/21 7:18,5/14/21 10:40,5/30/23,Activated,2/15/21 15:00,,,,,2/16/21 7:32,Approved,,,,,,,,2/16/21,4/18/21,,,,3/25/21,5/14/21,5/14/21 10:40,,,,,0,DE,,DE - NCR (Cardtronics),ASA,Location Locker/Counter,Locker Onboarding,1,,,,,87.78,0,2/17/21 1:01
6/23/22 17:06,8/3/22 19:43,11/29/22,Closed,7/31/22 7:00,,,8/2/22 7:00,,8/3/22 0:00,Approved,,,,,,,,,,,,,,,,,,,,0,AU,AU - NCR (Cardtronics),AU - NCR (Cardtronics),,Location Locker/Counter,Locker Onboarding,1,2,1,,,,0,
3/28/22 19:46,7/22/22 8:45,6/7/23,Closed,8/1/21 22:00,,,8/4/21 22:00,,8/10/21 0:00,Approved,8/10/21,,8/9/21,,1/21/22,,,,,,,1/20/22 0:00,,,,,,,,1,US,US - NSA,US - NSA,AS,Location Locker/Counter NA,Locker Onboarding NA,1,3,0,,,,0,
10/3/22 9:46,3/3/23 8:02,6/7/23,Closed,,,2/13/23,3/2/23 12:00,3/2/23,3/3/23 8:02,Not Viable,2/21/23,,10/17/22,,2/21/23,,,,,,,,,,,,,,,1,US,US - NSA,US - NSA,M,Location Locker/Counter NA,Locker Onboarding NA,1,,-137,,,,0,
4/26/23 1:58,5/30/23 0:19,7/17/23,Closed,5/4/23 8:30,,,5/2/23 15:00,,5/5/23 5:01,Approved,,,,,,,,,,,,,,,,,,,,0,DE,DE - BEM,DE - BEM,Gen4_46_Lockers,Location Locker/Counter,Locker Onboarding,1,-1.73,,,,,0,
4/7/20 6:09,6/4/21 4:46,10/4/22,Closed,4/8/20 22:00,,,,,5/15/21 12:25,Approved,,,,,,,,,,,,,,,,,,,,0,GB,GB - Principle Link UK  Ltd,,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/15/21 0:54,3/1/22 2:49,10/4/22,Closed,7/19/21 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,DE,DE - NCR (Cardtronics),,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
11/4/22 10:43,12/15/22 0:45,7/18/23,Activated,11/5/22 2:01,,,,,11/11/22 7:50,Approved,,,,,11/19/22,7/18/23,,12/3/22,,,,,12/15/22,,12/15/22 0:45,,,,,0,IT,IT - Ricoh,IT - Ricoh,M,Location Locker/Counter,Odin Onboarding EU,1,,,242,,39.99,1,12/4/22 1:00
1/9/23 5:51,,7/18/23,Prepare property for installation,1/10/23 1:00,,,,,6/7/23 14:27,Approved,,,,,,7/18/23,,,,,,,,,,,,4/3/23,,1,IT,IT - LAB68,IT - LAB68,MM,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
4/19/23 2:15,6/6/23 4:08,6/29/23,Activated,4/19/23 18:00,,,,,5/3/23 5:52,Approved,,,,,,,,5/23/23,,,,,6/6/23,,6/6/23 4:08,,,,,0,ES,ES - Self survey,ES - Ricoh,M,Location Locker/Counter,Odin Onboarding EU,1,,,,,47.42,0,5/24/23 0:00
1/20/21 0:21,4/26/21 11:19,5/30/23,Activated,2/9/21 1:02,,,,,4/8/21 22:44,Approved,,,,,,,,4/9/21,,,,,4/18/21,4/18/21,4/26/21 11:19,,,,,0,DE,DE - Tokheim,DE - Tokheim,ASA,Location Locker/Counter,Locker Onboarding,1,,,,,76.39,0,4/9/21 1:02
1/21/21 5:44,5/26/21 8:38,7/5/23,Activated,1/22/21 1:01,,,,,2/11/21 5:43,Approved,,,,,,,,5/13/21,,,,,5/26/21,5/26/21,5/25/21 16:00,,,,,0,GB,GB - Ricoh UK Ltd,GB - Ricoh UK Ltd,MM,Location Locker/Counter,Locker Onboarding,1,,,,,123.58,1,
4/15/21 4:42,5/9/21 22:29,5/30/23,Activated,4/14/21 15:00,,,,,4/16/21 3:59,Approved,,,,,,,,4/16/21,4/29/21,,,,4/29/21,4/30/21,5/9/21 22:29,,,,,0,DE,,DE - NCR (Cardtronics),ASA,Location Locker/Counter,Locker Onboarding,1,,,,,25.31,0,4/17/21 1:02
6/23/22 17:07,11/29/22 13:39,11/29/22,Closed,7/19/22 7:00,,,7/20/22 7:00,,7/31/22 0:00,On Hold,,,,,,,,,,,,,,,,,,,,0,AU,AU - NCR (Cardtronics),AU - NCR (Cardtronics),,Location Locker/Counter,Locker Onboarding,1,1,1,,,,0,
3/28/22 22:31,,6/7/23,Closed,8/1/21 22:00,,,8/11/21 22:00,,8/13/21 0:00,Pending Gen 3 Approval,8/17/21,,8/13/21,,,,,,,,,,,,,,,,,1,US,US - NSA,US - NSA,AS,Location Locker/Counter NA,Locker Onboarding NA,1,10,1,,,,0,
4/22/22 12:21,3/8/23 17:11,6/7/23,Closed,4/26/22 12:00,,,5/8/22 12:00,5/8/22,5/23/22 15:24,Approved,,,5/9/22,,3/8/23,,,,,,,,,,,,,,,0,US,US - NSA,US - NSA,M,Location Locker/Counter NA,Locker Onboarding NA,1,12,-14,,,,0,
2/16/23 8:35,3/9/23 2:29,7/17/23,Closed,2/17/23 1:00,,,2/28/23 3:00,,3/1/23 4:39,Rejected,,,,,,,,,,,,,,,,,,,,0,DE,DE - BEM,DE - BEM,Gen4_46_Lockers,Location Locker/Counter,Locker Onboarding,1,11.08,,,,,0,
8/8/22 4:44,2/9/23 3:47,2/9/23,Closed,8/20/22 1:00,,,,,9/20/22 5:36,Approved,,,,,,,,,,,,,,,,,,,,0,GB,GB - Principle Link UK  Ltd,,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/15/21 0:54,3/1/22 2:49,10/4/22,Closed,7/19/21 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,DE,DE - NCR (Cardtronics),,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
11/4/22 10:43,4/26/23 1:38,7/18/23,Activated,11/5/22 2:01,,,,,11/11/22 7:50,Approved,,,,,2/27/23,7/18/23,,4/12/23,,,,,4/26/23,,4/26/23 1:38,,,,,0,IT,IT - Ricoh,IT - Ricoh,MMM,Location Locker/Counter,Odin Onboarding EU,1,,,242,,171.98,0,4/12/23 18:00
10/21/19 3:53,6/23/22 2:38,7/18/23,Activated,9/24/21 1:01,,,,,10/15/21 8:53,Approved,,,,,,,,5/23/22,,,,,6/21/22,,6/23/22 2:39,,,,,0,IT,IT - LAB68,IT - LAB68,MMM,Location Locker/Counter,Locker Onboarding,1,,,,,272.07,0,5/24/22 1:02
4/19/23 1:57,6/7/23 3:58,6/29/23,Activated,4/19/23 18:00,,,,,5/3/23 5:52,Approved,,,,,,,,5/10/23,,,,,6/7/23,,6/7/23 3:58,,,,,0,ES,ES - Self survey,ES - Ricoh,M,Location Locker/Counter,Odin Onboarding EU,1,,,,,48.42,0,5/12/23 0:00
1/20/21 0:21,7/8/21 6:31,5/30/23,Activated,2/9/21 1:02,,,,,4/8/21 22:44,Approved,,,,,,,,4/9/21,,,,,5/5/21,5/5/21,7/8/21 6:31,,,,,0,DE,DE - Tokheim,DE - Tokheim,AS,Location Locker/Counter,Locker Onboarding,1,,,,,149.19,0,4/9/21 1:02
1/27/21 10:14,6/29/21 2:59,12/6/22,Closed,2/2/21 1:01,,,,,2/22/21 2:50,Approved,,,,,,,,,,,,,,,,,,,,0,GB,GB - Ricoh UK Ltd,GB - Ricoh UK Ltd,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
4/15/21 4:42,5/9/21 22:29,5/30/23,Activated,4/14/21 15:00,,,,,4/16/21 3:59,On Hold,,,,,,,,4/16/21,4/29/21,,,,4/30/21,4/30/21,5/9/21 22:29,,,,,0,DE,,DE - NCR (Cardtronics),ASA,Location Locker/Counter,Locker Onboarding,1,,,,,25.31,0,4/17/21 1:02
6/23/22 17:07,11/8/22 12:43,5/30/23,Activated,6/23/22 7:00,,,7/4/22 7:00,,7/5/22 0:00,Approved,,,,,,5/30/23,,,,9/16/22,,,11/1/22,11/2/22,11/8/22 12:43,11/1/22,,,,0,AU,AU - NCR (Cardtronics),AU - NCR (Cardtronics),AS,Location Locker/Counter,Locker Onboarding,1,11,1,329,46,138.28,1,9/16/22 1:00
3/28/22 19:46,12/7/22 9:57,6/7/23,Closed,8/1/21 22:00,,,8/12/21 22:00,,8/5/21 0:00,Approved,8/17/21,,8/5/21,,,,,,,,,,,,,,,,,1,US,US - NSA,US - NSA,AS,Location Locker/Counter NA,Locker Onboarding NA,1,11,1,,,,0,
10/3/22 9:59,2/7/23 14:02,6/7/23,Closed,10/3/22 12:00,,1/22/23,2/6/23 12:00,2/6/23,2/7/23 14:02,Not Viable,1/23/23,,10/17/22,,2/7/23,,,,,,,,,,,,,,,1,US,US - NSA,US - NSA,M,Location Locker/Counter NA,Locker Onboarding NA,1,126.04,-113,,,,0,
2/16/23 8:28,3/6/23 1:44,7/17/23,Closed,2/17/23 1:00,,,2/23/23 3:00,,3/1/23 4:39,Rejected,,,,,,,,,,,,,,,,,,,,0,DE,DE - BEM,DE - BEM,Gen4_46_Lockers,Location Locker/Counter,Locker Onboarding,1,6.08,,,,,0,
3/3/22 8:10,7/31/22 13:39,2/23/23,Closed,3/4/22 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,GB,GB - Principle Link UK  Ltd,,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/15/21 0:54,3/1/22 2:49,10/4/22,Closed,7/19/21 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,DE,DE - NCR (Cardtronics),,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
11/3/22 7:34,12/4/22 14:25,5/11/23,Closed,11/4/22 2:00,,,,,11/8/22 7:39,Rejected,,,,,,,,,,,,,,,,,,,,0,IT,IT - Ricoh,IT - Ricoh,M,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
10/21/19 4:13,6/22/20 8:55,7/18/23,Activated,5/16/19 11:13,,,,,,,,,,,,7/18/23,,,6/20/20,,,,5/28/20,6/9/20,6/22/20 8:55,,,,,0,IT,IT - LAB68,IT - LAB68,AASAA,Location Locker/Counter,Locker Onboarding,1,,,,,402.9,0,1/13/20 21:00
4/19/23 2:13,6/8/23 1:28,7/8/23,Activated,4/19/23 18:00,,,,,5/3/23 5:52,Approved,,,,,,,,5/23/23,,,,,6/8/23,,6/8/23 1:28,,,,,0,ES,ES - Self survey,ES - Ricoh,M,Location Locker/Counter,Odin Onboarding EU,1,,,,,49.31,0,5/24/23 0:00
1/20/21 0:21,12/9/21 11:33,5/30/23,Activated,11/2/21 16:00,,,,,12/1/21 6:05,,,,,,,,,12/1/21,,,,,12/9/21,12/9/21,12/9/21 11:33,,,,,0,DE,DE - Tokheim,DE - Tokheim,MM,Location Locker/Counter,Locker Onboarding,1,,,,,36.86,0,12/2/21 1:00
2/10/20 21:46,11/16/20 7:40,6/25/23,Activated,2/11/20 21:00,,,,,11/6/20 8:47,Approved,,,,,,,,11/6/20,11/14/20,,,,11/13/20,11/13/20,11/15/20 16:00,,,,,0,GB,GB - Ricoh UK Ltd,GB - Ricoh UK Ltd,AS,Location Locker/Counter,Locker Onboarding,1,,,,,277.79,1,11/6/20 21:02
4/15/21 4:42,4/29/21 12:46,7/17/23,Activated,4/14/21 15:00,,,,,4/16/21 3:59,Approved,,,,,,,,4/16/21,4/29/21,,,,4/28/21,4/30/21,4/29/21 12:46,,,,,0,DE,,DE - NCR (Cardtronics),ASAA,Location Locker/Counter,Locker Onboarding,1,,,,,14.91,0,4/17/21 1:02
6/23/22 17:08,9/27/22 22:28,5/30/23,Activated,7/12/22 7:00,,,7/13/22 7:00,,7/18/22 0:00,Approved,,,,,,5/30/23,,9/6/22,,9/6/22,,,9/23/22,9/23/22,10/18/22 18:06,9/23/22,,,,0,AU,AU - NCR (Cardtronics),AU - NCR (Cardtronics),AS,Location Locker/Counter,Locker Onboarding,1,1,1,316,17,98.46,1,9/6/22 1:00
3/28/22 22:31,,6/7/23,Closed,8/1/21 22:00,,,8/19/21 22:00,,9/2/21 0:00,Pending Gen 3 Approval,9/3/21,,9/1/21,,,,,,,,,,,,,,,,,1,US,US - NSA,US - NSA,AS,Location Locker/Counter NA,Locker Onboarding NA,1,18,-13,,,,0,
10/31/22 9:48,5/24/23 12:57,7/13/23,Activated,10/31/22 12:00,,,11/2/22 12:00,11/2/22,11/7/22 8:13,Approved,,,11/4/22,,,7/13/23,,5/10/23,,5/10/23,,,5/24/23,5/25/23,5/24/23 3:00,,,,,0,US,US - NSA,US - NSA,M,Location Locker/Counter NA,Locker Onboarding NA,1,2,-3,,14,204.63,1,
2/16/23 8:28,5/16/23 2:49,7/17/23,Closed,4/4/23 18:00,,,3/24/23 4:00,,4/17/23 2:00,Rejected,,,,,3/15/23,4/4/23,,,,,,,,,,,,,,0,DE,DE - BEM,DE - BEM,Gen4_46_Lockers,Location Locker/Counter,Locker Onboarding,1,-11.58,,30,,,0,
1/7/20 1:25,1/7/20 1:25,7/17/23,Activated,,,,,,,,,,,,,,,,,,,,9/7/19,,11/21/19 16:00,,,,,0,GB,GB - Principle Link UK  Ltd,,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/15/21 1:33,3/1/22 1:57,10/4/22,Closed,7/19/21 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,DE,DE - NCR (Cardtronics),,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
11/7/22 11:45,12/4/22 14:43,5/11/23,Closed,11/8/22 1:00,,,,,,,,,,,,,,,,,,,,,,,,11/15/22,3/20/23,0,IT,IT - Ricoh,IT - Ricoh,,Location Locker/Counter,Dobby Onboarding EU,1,,,,,,0,
10/21/19 4:13,2/23/20 7:43,7/18/23,Activated,7/1/19 5:57,,,,,,,,,,,,7/18/23,,,,,,,2/21/20,2/21/20,2/23/20 7:43,,,,,0,IT,IT - LAB68,IT - LAB68,ASAA,Location Locker/Counter,Locker Onboarding,1,,,,,237.11,0,1/13/20 21:00
4/19/23 1:55,6/13/23 2:28,6/29/23,Activated,4/19/23 18:00,,,,,5/3/23 5:52,Approved,,,,,,,,5/10/23,,,,,6/7/23,6/13/23,6/13/23 2:28,,,,,0,ES,ES - Self survey,ES - Ricoh,M,Location Locker/Counter,Odin Onboarding EU,1,,,,,54.35,0,5/12/23 0:00
1/20/21 0:51,4/28/21 12:04,5/30/23,Activated,1/20/21 1:02,,,,,4/8/21 22:44,Approved,,,,,,,,4/9/21,,,,,4/27/21,4/27/21,4/28/21 12:04,,,,,0,DE,DE - Tokheim,DE - Tokheim,ASA,Location Locker/Counter,Locker Onboarding,1,,,,,98.42,0,4/9/21 1:02
1/21/21 5:44,6/8/21 6:35,7/12/23,Closed,1/22/21 1:01,,,,,2/22/21 3:27,Approved,,,,,,,,5/13/21,,,,,6/8/21,6/8/21,6/8/21 6:35,,9/9/21 4:00,,,0,GB,GB - Ricoh UK Ltd,GB - Ricoh UK Ltd,MM,Location Locker/Counter,Locker Onboarding,1,,,,,137.19,1,
4/15/21 4:42,4/29/21 12:46,11/15/22,Closed,4/14/21 15:00,,,,,4/16/21 3:59,Approved,,,,,,,,4/16/21,4/27/21,,,,4/28/21,4/30/21,4/29/21 12:46,,8/2/21 15:00,,,0,DE,,DE - NCR (Cardtronics),AS,Location Locker/Counter,Locker Onboarding,1,,,,,14.91,0,4/17/21 1:02
6/9/22 18:23,10/31/22 18:42,5/30/23,Activated,6/9/22 7:00,,,6/20/22 7:00,,6/23/22 0:00,Approved,,,,,,5/30/23,,7/4/22,,7/5/22,,,8/18/22,8/19/22,10/31/22 18:42,8/18/22,,,,0,AU,AU - NCR (Cardtronics),AU - NCR (Cardtronics),AS,Location Locker/Counter,Locker Onboarding,1,11,1,341,44,144.49,1,7/4/22 1:00
3/28/22 22:31,,6/7/23,Closed,8/1/21 22:00,,,8/5/21 22:00,,8/6/21 0:00,Pending Gen 3 Approval,8/10/21,,8/6/21,,,,,,,,,,,,,,,,,1,US,US - NSA,US - NSA,ASA,Location Locker/Counter NA,Locker Onboarding NA,1,4,1,,,,0,
