Date/Time Opened,Date/Time Closed,Case Last Modified Date,Status,Survey Request DateTime,Date site was turned over from BD to Ops,Resurvey Request Date,Actual Survey Date,On-site consultation actual date,Survey Uploaded DateTime,Survey Review outcome,Portal Review Date,Install Guide Creation Date,IG: Latest IG revision date,Hub Approval Sent Date,Approval: Form Sent Date,Approval: Received Date,Approval: Rejection Date,Date Trouble Ticket Created,Promised Date,Asset Load date,Failed Install Date,Gen 3 Approval Date,Installation Date,Provisioned Date,Activation Date,Removal Date,Scheduled Decommission date/time,Case Hold Date,Case Off Hold Date,CaseHold,Country Code,Site Survey Vendor/Supplier,Installation Vendor/Supplier,LayoutArrangement,Account Record Type,Case Record Type,#,Survey Cycle Time(Days),IG: Cycle time (days),Approval Cycle Time(Days),Install Cycle Time(Days),Overall Cycle Time,Provisioned with Installation,Installation Request Email Date Time
3/16/20 9:52,10/30/20 13:01,10/4/22,Closed,3/25/20 22:00,,,,,3/30/20 10:14,Rejected,,,,,,,,,,,,,,,,,,,,0,GB,GB - Principle Link UK  Ltd,,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/15/21 2:44,3/1/22 2:18,10/4/22,Closed,7/20/21 8:20,,,,,,,,,,,,,,,,,,,,,,,,,,0,DE,DE - NCR (Cardtronics),,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/14/23 7:52,,7/15/23,Wait for consultation,7/15/23 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,IT,IT - Ricoh,IT - Ricoh,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
10/21/19 3:53,12/16/22 1:58,7/18/23,Activated,11/4/21 2:02,,,,,3/8/22 2:01,Approved,,,,,,,,11/24/22,,,,,12/13/22,,12/16/22 1:58,,,,,0,IT,IT - LAB68,IT - LAB68,MMMM,Location Locker/Counter,Odin Onboarding EU,1,,,,,407.04,0,11/25/22 1:00
3/23/23 4:19,4/13/23 2:47,6/29/23,Activated,,,,,,3/23/23 10:22,Approved,,,,,,,,3/23/23,,,,,4/13/23,,4/13/23 2:47,,,,,0,ES,ES - Self survey,ES - Ricoh,M,Location Locker/Counter,Odin Onboarding EU,1,,,,,,0,3/24/23 2:00
1/20/21 0:22,5/28/21 14:18,5/30/23,Activated,1/20/21 1:02,,,,,3/23/21 8:20,Approved,,,,,,,,3/23/21,,,,,5/6/21,5/3/21,5/28/21 14:18,,,,,0,DE,DE - Tokheim,DE - Tokheim,AS,Location Locker/Counter,Locker Onboarding,1,,,,,128.51,0,3/24/21 2:01
1/21/21 5:44,5/25/21 7:17,7/4/23,Closed,1/22/21 1:01,,,,,2/16/21 2:51,Approved,,,,,,,,5/13/21,,,,,5/25/21,5/25/21,5/24/21 16:00,,3/20/23 17:00,,,0,GB,GB - Ricoh UK Ltd,GB - Ricoh UK Ltd,MM,Location Locker/Counter,Locker Onboarding,1,,,,,122.58,1,
3/14/22 14:27,3/19/22 3:25,5/11/23,Activated,,,,,,3/14/22 14:45,Approved,,,,,,,,3/15/22,,,,,3/17/22,3/21/22,3/19/22 3:25,,,,,0,DE,DE - NCR (Cardtronics),DE - NCR (Cardtronics),M,Dobby Onboarding EU,Dobby Onboarding EU,1,,,,,,0,3/15/22 2:00
2/13/22 23:12,5/24/22 20:49,11/29/22,Closed,2/14/22 5:00,,,2/22/22 5:00,,2/14/22 0:00,,,,,,,,,,,,,,,,,,,,,0,AU,AU - NCR (Cardtronics),AU - NCR (Cardtronics),,Location Locker/Counter,Locker Onboarding,1,8,0,,,,0,
3/28/22 21:32,5/16/22 7:29,6/7/23,Closed,3/17/21 22:00,,,3/22/21 12:00,3/22/21,4/25/22 16:04,Approved,3/25/21,,3/23/21,,4/23/21,,,,,,,,,,,,,,,1,US,US - NSA,US - NSA,MMM,Location Locker/Counter NA,Locker Onboarding NA,1,4.58,-398,,,,0,
2/3/23 14:49,7/13/23 15:27,7/18/23,Activated,2/3/23 12:00,,,2/13/23 12:00,2/13/23,6/7/23 14:25,Approved,,,2/14/23,,3/27/23,7/18/23,,6/15/23,,6/15/23,,,7/13/23,7/13/23,7/13/23 3:00,,,,,0,US,US - NSA,US - NSA,M,Location Locker/Counter NA,Locker Onboarding NA,1,10,-113,,28,159.58,1,
5/23/22 3:55,6/2/23 5:19,6/30/23,Activated,5/24/22 1:02,,,2/24/23 3:00,,5/22/23 10:36,Approved,,,,,2/28/23,4/11/23,,5/23/23,,,,,6/2/23,6/2/23,6/2/23 5:19,,,,,0,DE,DE - BEM,DE - BEM,M,Location Locker/Counter,Locker Onboarding,1,276.12,,252,,374.18,0,5/24/23 0:00
2/2/21 8:10,3/17/21 13:10,10/4/22,Closed,2/4/21 8:32,,,,,3/8/21 10:15,Approved,,,,,,,,,,,,,,,,,,,,0,GB,GB - Principle Link UK  Ltd,,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/15/21 2:44,3/1/22 2:18,10/4/22,Closed,7/19/21 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,DE,DE - NCR (Cardtronics),,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/14/23 7:52,,7/15/23,Wait for consultation,7/15/23 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,IT,IT - Ricoh,IT - Ricoh,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
10/21/19 3:53,2/28/22 10:32,7/18/23,Activated,6/21/19 3:57,,,,,7/22/20 10:03,Approved,,,,,,,,12/6/21,,,,,2/23/22,,2/28/22 10:32,,,,9/24/21,0,IT,IT - LAB68,IT - LAB68,ASA,Location Locker/Counter,Locker Onboarding,1,,,,,983.32,1,12/7/21 1:00
4/25/23 6:21,6/16/23 7:53,7/1/23,Activated,4/26/23 18:00,,,,,4/27/23 9:42,Approved,,,,,,,,5/29/23,6/15/23,,,,6/13/23,,6/16/23 7:53,,,,,0,ES,ES - Self survey,ES - Ricoh,ASA,Location Locker/Counter,Locker Onboarding,1,,,,,50.58,0,5/30/23 0:01
1/20/21 0:22,4/18/21 22:53,5/30/23,Activated,1/20/21 1:02,,,,,3/23/21 8:20,Approved,,,,,,,,3/23/21,,,,,4/12/21,4/12/21,4/18/21 22:53,,,,,0,DE,DE - Tokheim,DE - Tokheim,ASA,Location Locker/Counter,Locker Onboarding,1,,,,,88.87,0,3/24/21 2:01
1/21/21 5:44,8/25/21 6:41,7/5/23,Activated,1/22/21 1:01,,,,,2/14/21 12:22,Approved,,,,,,7/6/23,,7/14/21,,,,,8/25/21,,8/24/21 16:00,,,,,0,GB,GB - Ricoh UK Ltd,GB - Ricoh UK Ltd,MM,Location Locker/Counter,Locker Onboarding,1,,,,,214.58,0,
3/14/22 14:23,3/19/22 3:25,5/11/23,Activated,,,,,,3/14/22 14:45,Approved,,,,,,,,3/15/22,,,,,3/18/22,3/25/22,3/19/22 3:25,,,,,0,DE,DE - NCR (Cardtronics),DE - NCR (Cardtronics),M,Dobby Onboarding EU,Dobby Onboarding EU,1,,,,,,0,3/15/22 2:00
2/13/22 23:12,5/24/22 20:49,11/29/22,Closed,2/14/22 5:00,,,2/16/22 5:00,,2/14/22 0:00,,,,,,,,,,,2/17/22,,,,,,,,,,0,AU,AU - NCR (Cardtronics),AU - NCR (Cardtronics),,Location Locker/Counter,Locker Onboarding,1,2,0,,,,0,
3/28/22 21:47,,6/7/23,Closed,3/17/21 22:00,,,4/3/21 12:00,4/3/21,4/25/22 16:03,Approved,4/14/21,,4/5/21,,4/23/21,,,,,,,,,,,,,,,1,US,US - NSA,US - NSA,MM,Location Locker/Counter NA,Locker Onboarding NA,1,16.58,-385,,,,0,
3/28/22 21:50,2/14/23 14:55,6/7/23,Closed,9/22/21 22:00,,,10/3/21 12:00,10/3/21,10/5/21 0:00,Approved,3/28/22,,3/28/22,,,,,,,,,2/1/22 0:00,,,,,,,,0,US,US - NSA,US - NSA,AS,Location Locker/Counter NA,Locker Onboarding NA,1,10.58,0,,,,0,
8/9/22 1:57,11/10/22 5:11,6/26/23,Closed,8/10/22 1:01,,,,,11/4/22 7:52,Approved,,,,,,6/26/23,,11/4/22,,,,,11/9/22,11/9/22,11/10/22 5:11,,5/25/23 15:00,5/3/23,5/12/23,0,DE,DE - BEM,DE - BEM,M,Location Locker/Counter,Locker Onboarding,1,,,,,92.22,0,11/5/22 2:01
2/2/21 8:10,4/27/21 5:26,12/6/22,Closed,2/4/21 8:32,,,,,3/8/21 10:15,Approved,,,,,,,,,,,,,,,,,,,,0,GB,GB - Principle Link UK  Ltd,,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/15/21 2:44,3/1/22 2:17,10/4/22,Closed,7/19/21 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,DE,DE - NCR (Cardtronics),,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/14/23 7:52,,7/15/23,Wait for consultation,7/15/23 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,IT,IT - Ricoh,IT - Ricoh,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
10/21/19 3:53,7/11/23 0:47,7/18/23,Activated,6/21/19 3:57,,,,,4/2/20 1:14,Approved,,,,,,7/18/23,,,11/5/20,,,,9/13/22,,9/13/22 0:47,,12/22/21 3:00,,,0,IT,IT - LAB68,IT - LAB68,ASA,Location Locker/Counter,Locker Onboarding,1,,,,,1179.87,0,10/16/20 22:03
4/25/23 6:22,5/11/23 0:58,6/29/23,Activated,4/26/23 18:00,,,,,4/27/23 9:42,Approved,,,,,,,,5/3/23,,,,,5/11/23,,5/11/23 0:58,,,,,0,ES,ES - Self survey,ES - Ricoh,M,Location Locker/Counter,Odin Onboarding EU,1,,,,,14.29,0,5/3/23 18:00
1/20/21 0:22,5/19/21 3:14,5/30/23,Activated,1/20/21 1:02,,,,,4/8/21 22:44,Approved,,,,,,,,4/9/21,,,,,5/6/21,5/4/21,5/19/21 3:15,,,,,0,DE,DE - Tokheim,DE - Tokheim,AS,Location Locker/Counter,Locker Onboarding,1,,,,,119.05,0,4/9/21 1:02
1/21/21 5:44,5/28/21 8:33,7/4/23,Closed,1/22/21 1:01,,,,,2/14/21 12:22,Approved,,,,,,,,5/13/21,,,,,5/28/21,,5/27/21 16:00,,3/28/23 16:00,,,0,GB,GB - Ricoh UK Ltd,GB - Ricoh UK Ltd,MM,Location Locker/Counter,Locker Onboarding,1,,,,,125.58,0,
3/14/22 14:25,3/19/22 3:25,5/30/23,Activated,,,,,,3/14/22 14:45,Approved,,,,,,,,3/15/22,,,,,3/18/22,3/25/22,3/19/22 3:25,,,,,0,DE,DE - NCR (Cardtronics),DE - NCR (Cardtronics),M,Dobby Onboarding EU,Dobby Onboarding EU,1,,,,,,0,3/15/22 2:00
2/13/22 23:12,5/5/22 19:28,6/23/23,Activated,2/14/22 5:00,,,2/23/22 5:00,,2/24/22 0:00,,,,,,,,,3/9/22,,4/12/22,,,5/5/22,5/5/22,10/18/22 18:06,5/5/22,,,,0,AU,AU - NCR (Cardtronics),AU - NCR (Cardtronics),AS,Location Locker/Counter,Locker Onboarding,1,9,0,,23,246.5,1,3/9/22 1:00
3/29/22 0:19,5/16/22 7:29,6/7/23,Closed,3/17/21 22:00,,,3/29/21 12:00,3/29/21,3/30/21 0:00,Approved,4/2/21,,3/30/21,,4/23/21,,,,,,,,,,,,,,,1,US,US - NSA,US - NSA,MMM,Location Locker/Counter NA,Locker Onboarding NA,1,11.58,1,,,,0,
2/3/23 14:49,2/15/23 13:08,6/7/23,Closed,2/3/23 12:00,,,2/15/23 12:00,2/15/23,2/15/23 13:08,Not Viable,,,,,,,,,,,,,,,,,,,,0,US,US - NSA,US - NSA,M,Location Locker/Counter NA,Locker Onboarding NA,1,12,,,,,0,
4/1/21 6:03,6/12/21 2:32,7/3/23,Closed,4/4/21 15:00,,,,,6/2/21 8:15,Approved,,,,,,,,6/2/21,6/8/21,,,,6/9/21,6/9/21,6/12/21 2:32,,5/29/23 15:00,5/5/23,5/19/23,0,DE,DE - BEM,DE - BEM,MM,Location Locker/Counter,Locker Onboarding,1,,,,,68.48,1,6/3/21 1:02
2/2/21 8:10,3/8/21 10:44,5/25/23,Closed,2/4/21 8:32,,,,,3/2/21 8:04,Rejected,,,,,,,,,,,,,,,,,,,,0,GB,GB - Principle Link UK  Ltd,,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/15/21 2:44,3/1/22 2:17,10/4/22,Closed,7/19/21 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,DE,DE - NCR (Cardtronics),,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/14/23 7:52,,7/15/23,Wait for consultation,7/15/23 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,IT,IT - Ricoh,IT - Ricoh,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
5/3/22 5:50,,7/18/23,Prepare property for installation,5/4/22 1:00,,,,,6/7/23 14:21,Approved,,,,,,7/18/23,,,,,,,,,,,,4/3/23,,1,IT,IT - LAB68,IT - LAB68,MMM,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
4/25/23 6:24,5/10/23 1:08,6/29/23,Activated,4/26/23 18:00,,,,,4/27/23 9:42,Approved,,,,,,,,5/3/23,,,,,5/10/23,,5/10/23 1:08,,,,,0,ES,ES - Self survey,ES - Ricoh,M,Location Locker/Counter,Odin Onboarding EU,1,,,,,13.3,0,5/3/23 18:00
1/20/21 0:22,4/18/21 22:23,5/30/23,Activated,1/20/21 1:02,,,,,3/23/21 8:20,Approved,,,,,,,,3/23/21,,,,,4/12/21,4/12/21,4/18/21 22:23,,,,,0,DE,DE - Tokheim,DE - Tokheim,AS,Location Locker/Counter,Locker Onboarding,1,,,,,88.85,0,3/24/21 2:01
1/21/21 5:44,5/24/21 5:38,7/5/23,Activated,1/22/21 1:01,,,,,2/11/21 5:43,Approved,,,,,,,,5/13/21,,,,,5/23/21,5/23/21,5/23/21 16:00,,,,,0,GB,GB - Ricoh UK Ltd,GB - Ricoh UK Ltd,MM,Location Locker/Counter,Locker Onboarding,1,,,,,121.58,1,
5/10/23 3:02,,7/17/23,Set up software,,,,,,5/10/23 4:01,Approved,,,,,,,,5/31/23,,,,,,,,,,,,0,DE,DE - BEM,DE - NCR (Cardtronics),M,Dobby Onboarding EU,Dobby Onboarding EU,1,,,,,,0,6/21/23 0:01
2/13/22 23:12,2/24/22 22:59,11/29/22,Closed,2/14/22 5:00,,,2/23/22 5:00,,2/27/22 0:00,,,,,,,,,,,,,,,,,,,,,0,AU,AU - NCR (Cardtronics),AU - NCR (Cardtronics),,Location Locker/Counter,Locker Onboarding,1,9,0,,,,0,
3/28/22 21:32,5/16/22 7:29,6/7/23,Closed,3/17/21 22:00,,,3/22/21 12:00,3/22/21,4/25/22 16:03,Approved,3/25/21,,3/23/21,,4/23/21,,,,,,,,,,,,,,,1,US,US - NSA,US - NSA,MMM,Location Locker/Counter NA,Locker Onboarding NA,1,4.58,-398,,,,0,
2/3/23 14:49,7/11/23 7:27,7/13/23,Activated,2/3/23 12:00,,,2/13/23 12:00,2/13/23,6/7/23 14:25,Approved,,,2/14/23,,3/27/23,7/13/23,,6/15/23,,6/15/23,,,7/11/23,7/11/23,7/11/23 3:00,,,,,0,US,US - NSA,US - NSA,M,Location Locker/Counter NA,Locker Onboarding NA,1,10,-113,,26,157.58,1,
5/20/21 2:38,8/18/21 12:44,7/3/23,Closed,5/20/21 15:00,,,,,8/13/21 3:47,Approved,,,,,,,,8/13/21,8/17/21,,,,8/18/21,8/18/21,8/18/21 12:44,,5/23/23 15:00,4/28/23,5/5/23,0,DE,DE - BEM,DE - BEM,MM,Location Locker/Counter,Locker Onboarding,1,,,,,89.91,0,8/14/21 1:03
2/2/21 8:10,3/9/21 11:16,10/4/22,Closed,2/4/21 8:32,,,,,3/2/21 8:08,Rejected,,,,,,,,,,,,,,,,,,,,0,GB,GB - Principle Link UK  Ltd,,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/15/21 2:44,3/1/22 2:16,10/4/22,Closed,7/19/21 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,DE,DE - NCR (Cardtronics),,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/14/23 7:53,,7/15/23,Wait for consultation,7/15/23 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,IT,IT - Ricoh,IT - Ricoh,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/11/22 2:37,,7/18/23,Prepare property for installation,7/12/22 1:00,,,,,6/7/23 14:21,Approved,,,,,,7/18/23,,,,,,,,,,,,9/30/22,,1,IT,IT - LAB68,IT - LAB68,MM,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
4/25/23 6:25,,7/18/23,Schedule installation,4/26/23 18:00,,,,,4/27/23 9:42,Approved,,,,,,,,5/29/23,,,,,,,,,,,,0,ES,ES - Self survey,ES - Ricoh,AS,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
1/20/21 0:22,4/26/21 11:19,5/30/23,Activated,1/20/21 1:02,,,,,3/23/21 8:20,Approved,,,,,,,,3/23/21,,,,,4/11/21,4/11/21,4/26/21 11:19,,,,,0,DE,DE - Tokheim,DE - Tokheim,ASA,Location Locker/Counter,Locker Onboarding,1,,,,,96.39,0,3/24/21 2:01
1/18/21 5:13,4/23/22 13:35,7/5/23,Activated,9/1/21 1:01,,,,,9/17/21 4:24,Approved,,,,,,,,4/19/22,,,,,4/20/22,,4/19/22 16:00,,,,,0,GB,GB - Ricoh UK Ltd,GB - Ricoh UK Ltd,MM,Location Locker/Counter,Locker Onboarding,1,,,,,230.62,0,4/20/22 1:00
5/27/20 6:04,2/15/21 10:41,7/17/23,Activated,10/11/20 15:00,,,,,10/23/20 8:54,Approved,,,,,,,,,10/29/20,,,,10/29/20,10/29/20,2/15/21 10:41,,,,,0,DE,,DE - NCR (Cardtronics),ASA,Location Locker/Counter,Locker Onboarding,1,,,,,126.86,0,10/23/20 22:01
2/13/22 23:12,5/5/22 19:33,5/30/23,Activated,2/14/22 5:00,,,2/23/22 5:00,,2/14/22 0:00,,,,,,,,,3/3/22,,4/12/22,,,5/5/22,5/5/22,10/18/22 18:06,5/5/22,,,,0,AU,AU - NCR (Cardtronics),AU - NCR (Cardtronics),ASA,Location Locker/Counter,Locker Onboarding,1,9,0,,23,246.5,1,3/3/22 1:00
3/29/22 3:08,,6/7/23,Closed,3/17/21 22:00,,,4/1/21 12:00,4/1/21,4/25/22 16:03,Approved,4/20/21,,4/1/21,,4/23/21,,,,,,,,,,,,,,,1,US,US - NSA,US - NSA,MM,Location Locker/Counter NA,Locker Onboarding NA,1,14.58,-389,,,,0,
2/3/23 14:49,,6/7/23,Approve product configuration,2/3/23 12:00,,,3/2/23 12:00,3/2/23,6/7/23 14:27,,,,3/7/23,,4/14/23,,,,,,,,,,,,,,,0,US,US - NSA,US - NSA,M,Location Locker/Counter NA,Locker Onboarding NA,1,27,-92,,,,0,
12/3/20 12:21,7/8/21 15:06,7/17/23,Closed,2/2/21 15:00,,,,,6/15/21 0:43,Approved,,,,,,,,6/15/21,7/8/21,,,,7/6/21,7/9/21,7/8/21 15:06,,7/10/23 15:00,6/30/23,6/30/23,0,DE,DE - BEM,DE - BEM,AS,Location Locker/Counter,Locker Onboarding,1,,,,,155.96,0,6/16/21 1:02
4/16/20 8:57,1/18/21 1:39,10/4/22,Closed,4/20/20 22:00,,,,,7/28/20 13:48,Approved,,,,,,,,,,,,,,,,,,,,0,GB,GB - Principle Link UK  Ltd,,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/15/21 2:44,3/1/22 2:16,10/4/22,Closed,7/19/21 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,DE,DE - NCR (Cardtronics),,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/4/23 10:11,,7/18/23,Send approval forms,7/5/23 0:00,,,,,7/14/23 2:49,Approved,,,,,,,,,,,,,,,,,,,,0,IT,IT - Ricoh,IT - Ricoh,M,Location Locker/Counter,Odin Onboarding EU,1,,,,,,0,
6/7/22 7:20,,7/18/23,Prepare property for installation,6/8/22 1:00,,,,,6/7/23 14:21,Approved,,,,,,,,,,,,,,,,,,4/3/23,,1,IT,IT - LAB68,IT - LAB68,MMMMM,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
5/8/23 13:02,6/7/23 8:18,6/29/23,Activated,5/9/23 5:00,,,,,5/10/23 8:49,Approved,,,,,,,,5/11/23,,,,,6/7/23,,6/7/23 8:18,,,,,0,ES,ES - Self survey,ES - Ricoh,M,Location Locker/Counter,Odin Onboarding EU,1,,,,,29.14,0,5/12/23 0:00
1/20/21 0:22,9/13/22 2:22,5/3/23,Closed,2/9/21 1:02,,,,,4/8/21 22:44,Approved,,,,,,,,4/9/21,,,,,,,,,,,3/14/23,0,DE,DE - Tokheim,DE - Tokheim,AS,Location Locker/Counter,Locker Onboarding,1,,,,,,0,4/9/21 1:02
1/21/21 5:44,5/28/21 8:33,5/30/23,Decommissioned,1/22/21 1:01,,,,,2/16/21 2:51,Approved,,,,,,,,5/13/21,,,,,5/28/21,,5/27/21 16:00,,3/26/23 16:00,,,0,GB,GB - Ricoh UK Ltd,GB - Ricoh UK Ltd,MM,Location Locker/Counter,Locker Onboarding,1,,,,,125.58,0,
6/17/20 7:34,1/10/21 12:50,7/17/23,Activated,10/11/20 15:00,,,,,12/7/20 9:42,Approved,,,,,,,,,12/7/20,,,,12/18/20,12/18/20,1/10/21 12:50,,,,,0,DE,,DE - NCR (Cardtronics),ASA,Location Locker/Counter,Locker Onboarding,1,,,,,90.95,0,10/23/20 22:01
9/8/22 23:42,10/31/22 19:03,6/27/23,Activated,9/8/22 7:00,,,9/12/22 7:00,,9/15/22 18:51,Approved,,,,,,6/27/23,,,,10/4/22,,,10/12/22,10/12/22,10/31/22 19:03,10/12/22,,,,0,AU,AU - NCR (Cardtronics),AU - NCR (Cardtronics),AS,Location Locker/Counter,Locker Onboarding,1,4,,285,8,53.5,1,10/3/22 6:15
3/29/22 3:08,5/16/22 7:29,6/7/23,Closed,3/17/21 22:00,,,3/22/21 12:00,3/22/21,4/25/22 16:04,Approved,4/15/21,,3/23/21,,4/23/21,,,,,,,,,,,,,,,1,US,US - NSA,US - NSA,MM,Location Locker/Counter NA,Locker Onboarding NA,1,4.58,-398,,,,0,
11/8/22 12:16,,7/8/23,Send approval forms,11/8/22 12:00,,,11/16/22 12:00,11/16/22,6/7/23 14:22,Approved,,,11/17/22,,,,,,,,,,,,,,,,,0,US,US - NSA,US - NSA,M,Location Locker/Counter NA,Locker Onboarding NA,1,8,-202,,,,0,
5/24/23 8:18,,7/17/23,Approve product configuration,5/31/23 0:01,,,,,6/15/23 8:21,Approved,,,,,,,,,,,,,,,,,,,,0,DE,DE - BEM,DE - BEM,Gen4_92_Lockers,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
4/16/20 8:57,1/18/21 1:39,10/4/22,Closed,4/20/20 22:00,,,,,7/28/20 13:48,Approved,,,,,,,,,,,,,,,,,,,,0,GB,GB - Principle Link UK  Ltd,,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/15/21 2:44,3/1/22 2:15,10/4/22,Closed,7/19/21 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,DE,DE - NCR (Cardtronics),,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/4/23 10:10,,7/18/23,Send approval forms,7/5/23 0:00,,,,,7/14/23 2:49,Approved,,,,,,,,,,,,,,,,,,,,0,IT,IT - Ricoh,IT - Ricoh,MM,Location Locker/Counter,Odin Onboarding EU,1,,,,,,0,
10/21/19 4:05,6/30/21 9:14,7/4/23,Closed,12/5/20 1:01,,,,,1/8/21 10:05,Approved,,,,,,,,3/31/21,,,,,6/30/21,,6/30/21 9:14,,12/1/22 3:00,,,0,IT,IT - LAB68,IT - LAB68,AS,Location Locker/Counter,Locker Onboarding,1,,,,,207.3,1,4/5/21 12:09
4/5/23 6:04,4/27/23 2:08,6/29/23,Activated,4/5/23 18:00,,,,,4/17/23 7:24,Approved,,,,,,,,4/18/23,,,,,4/27/23,,4/27/23 2:08,,,,,0,ES,ES - Self survey,ES - Ricoh,M,Location Locker/Counter,Odin Onboarding EU,1,,,,,21.34,0,4/18/23 18:00
1/20/21 0:22,5/14/21 0:40,5/30/23,Activated,1/20/21 1:02,,,,,3/23/21 8:20,Approved,,,,,,,,3/23/21,,,,,12/15/21,12/15/21,5/14/21 0:40,,,,,0,DE,DE - Tokheim,DE - Tokheim,ASA,Location Locker/Counter,Locker Onboarding,1,,,,,113.94,0,3/24/21 2:01
1/21/21 5:44,5/28/21 8:33,7/4/23,Closed,1/22/21 1:01,,,,,2/17/21 2:25,Approved,,,,,,,,5/13/21,,,,,5/27/21,,5/27/21 16:00,,3/27/23 16:00,,,0,GB,GB - Ricoh UK Ltd,GB - Ricoh UK Ltd,MM,Location Locker/Counter,Locker Onboarding,1,,,,,125.58,0,
8/21/20 0:50,11/1/20 13:11,5/30/23,Activated,8/21/20 22:01,,,,,10/22/20 7:53,Approved,,,,,,,,,,,,,10/28/20,10/28/20,11/1/20 13:11,,,,,0,DE,,DE - NCR (Cardtronics),ASA,Location Locker/Counter,Locker Onboarding,1,,,,,71.67,1,10/22/20 22:01
9/26/22 14:44,10/11/22 10:29,11/29/22,Closed,9/26/22 7:00,,,9/29/22 7:00,,10/4/22 16:53,Rejected,,,,,,,,,,,,,,,,,,,,0,AU,AU - NCR (Cardtronics),AU - NCR (Cardtronics),,Location Locker/Counter,Locker Onboarding,1,3,,,,,0,
3/29/22 3:08,,6/7/23,Closed,3/17/21 22:00,,,3/30/21 12:00,3/30/21,4/25/22 16:03,Approved,4/20/21,,3/31/21,,4/23/21,,,,,,,,,,,,,,,1,US,US - NSA,US - NSA,MM,Location Locker/Counter NA,Locker Onboarding NA,1,12.58,-390,,,,0,
8/24/22 14:24,,6/7/23,Approve product configuration,8/24/22 12:00,,,9/21/22 12:00,9/21/22,6/7/23 14:22,Approved,,,9/22/22,,12/27/22,,,,,,,9/22/22 12:00,,,,,,,,0,CA,US - NSA,US - NSA,AS,Location Locker/Counter NA,Locker Onboarding NA,1,28,-258,,,,0,
4/1/21 0:29,6/10/21 1:50,7/17/23,Closed,4/4/21 15:00,,,,,6/2/21 8:10,Approved,,,,,,,,6/2/21,6/7/21,,,,6/8/21,6/8/21,6/10/21 1:50,,6/27/23 15:00,6/2/23,6/16/23,0,DE,DE - BEM,DE - BEM,MM,Location Locker/Counter,Locker Onboarding,1,,,,,66.45,0,6/3/21 1:02
4/16/20 8:57,12/23/20 1:50,10/4/22,Closed,4/20/20 22:00,,,,,6/16/20 14:11,Approved,,,,,,,,,,,,,,,,,,,,0,GB,GB - Principle Link UK  Ltd,,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/15/21 2:44,3/1/22 2:16,10/4/22,Closed,7/19/21 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,DE,DE - NCR (Cardtronics),,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/6/23 7:12,,7/18/23,Approve product configuration,7/7/23 0:01,,,,,7/13/23 8:52,Approved,,,,,,,,,,,,,,,,,,,,0,IT,IT - Ricoh,IT - Ricoh,MMM,Location Locker/Counter,Odin Onboarding EU,1,,,,,,0,
10/21/19 3:53,10/22/20 10:12,7/18/23,Activated,5/16/19 11:13,,,,,8/3/20 3:24,Approved,,,,,,7/18/23,,,,,,,10/22/20,,10/22/20 10:12,,,,,0,IT,IT - LAB68,IT - LAB68,ASA,Location Locker/Counter,Locker Onboarding,1,,,,,524.96,0,9/18/20 22:01
